Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2018-01-05;VINSI;Unicité SIRET, débuggage DRM  et amélioration du tableau de retour des douanes;3,5;TMA
2018-01-08;24ème;Rédaction AG;1;24ème
2018-01-08;AVA;Corrections export et bug drev;1;TMA
2018-01-08;ODGProvence;Merge avec l'AVA;4;OpenODG
2018-01-09;24ème;Facturation décembre;3,5;24ème
2018-01-09;24ème;Tactical meeting;3,5;24ème
2018-01-10;ODGProvence;Réunion commercial;3,5;Commercial
2018-01-11;Aurouze;Avoir;1;TMA
2018-01-11;ODGProvence;Merge avec l'AVA;3,5;OpenODG
2018-01-12;CIVA;Export XML et tâche de détéction des VTSGN et modifs contrats vrac;2,5;TMA
2018-01-12;ODGProvence;Merge avec l'AVA;3,5;OpenODG
2018-01-18;24ème;Emménagement;3,5;24ème
2018-01-19;AVA;Ouverture parcellaire et bug autorisation de transfert  de la DR depuis le CIVA;2;AVA
2018-01-19;CIVA;Autocomplete admin compte pour le contrats;3,5;CIVA
2018-01-19;CIVA;Suppressions des mises à disposition mairies;1,5;CIVA
2018-01-22;CIVA;Saisie interne des contrats papiers;7;CIVA
2018-01-23;ODGProvence;Création appplication dans ODGProvence;4,5;Lot 1
2018-01-24;24ème;Atelire site internet;2,5;24ème
2018-01-24;AVA;Réflexion VCI;1;VC
2018-01-24;IVSO;Réplication prod sur la préprod pour comptes test;1;TMA
2018-01-24;ODGProvence;Début de l'adaptation du parcellaire;2;Lot 1
2018-01-25;24ème;Fabrication du site internet;3,5;24ème
2018-01-25;CIVA;Correction autocomplete;1,5;TMA
2018-01-25;VINSI;Bug facturation inversion de contrats;1,5;TMA
2018-01-29;24ème;Temps et corrections du site internet;2;24ème
2018-01-29;ODGProvence;Adaptation parcellaire;5;Lot 1
2018-01-03;ODGRhone;Saisie DR;5;Forfait
2018-01-04;Aurouze;Demandes;1;TMA
2018-01-04;DeclarVins;Demandes;0,5;TMA
2018-01-04;ODGRhone;Demandes;3;Forfait
2018-01-04;DeclarVins;EDI Declic;2,5;TMA
2018-01-05;DeclarVins;Demandes;2;TMA
2018-01-05;24ème;BIVC Contrats;
2018-01-05;ODGRhone;Demandes;3;Forfait
2018-01-08;DeclarVins;Demandes;4;TMA
2018-01-08;DeclarVins;Languedoc;1;TMA
2018-01-09;DeclarVins;Demandes;1;TMA
2018-01-09;24ème;Tactical meeting, facturation;
2018-01-10;DeclarVins;Demandes;1;TMA
2018-01-10;ODGProvence;Reunion;4;Forfait
2018-01-11;24ème;Reunion NM;3;
2018-01-11;DeclarVins;EDI Vrac IVSE;3;TMA
2018-01-11;DeclarVins;Saisie stock 1ere DRM;1,5;TMA
2018-01-12;DeclarVins;Bilan DRM ameliore et filtre stock epuise;5;TMA
2018-01-12;24ème;TMA Gwen;
2018-01-15;ODGRhone;Saisie DR;6;Forfait
2018-01-15;DeclarVins;Demandes;1;TMA
2018-01-16;ODGRhone;Saisie DR;6;Forfait
2018-01-16;DeclarVins;Conf visio;1;TMA
2018-01-17;ODGRhone;Saisie DR;7;Forfait
2018-01-17;DeclarVins;Demandes;0,5;TMA
2018-01-17;Aurouze;Demandes;1;TMA
2018-01-18;24ème;Demenagement + Contrats + Pots;
2018-01-19;DeclarVins;Demandes;1;TMA
2018-01-19;DeclarVins;EDI Declic;1;TMA
2018-01-19;24ème;Gwen;
2018-01-22;24ème;Congés;
2018-01-23;24ème;Congés;
2018-01-24;DeclarVins;EDI Declic;2,5;TMA
2018-01-24;DeclarVins;Demandes;1;TMA
2018-01-24;24ème;Site internet;
2018-01-25;DeclarVins;Demandes;1,5;TMA
2018-01-25;ODGRhone;Import DR depuis DREV + pb xls to csv;5;Forfait
2018-01-26;CIVA;Intervention contrat d'achat;1,5;TMA
2018-01-26;24ème;Site internet;
2018-01-29;DeclarVins;Demandes;1;TMA
2018-01-29;DeclarVins;Saisie IGP IVSE par IR;2,5;TMA
2018-01-29;DeclarVins;Ouverture DRM Négo/Vini;1,5;TMA
2018-01-29;DeclarVins;Activation/Desactivation CIEL;3;TMA
2018-01-29;ODGRhone;Bug redirection import douane;0,5;Forfait
2018-01-30;ODGRhone;Nouvelle tache import doc douanes + log import;7;Forfait
2018-01-31;24ème;Malade;
