Date;Projet;Description;Temps (en heure);Tâche (pas obligatoire)
2019-07-03;VINSI;odgloire drev;7;ODG
2019-07-03;VINSI;Bug annuaire;1;TMA Contrat
2019-07-03;PSA;Maj dépendances;3;Prodimmo
2019-07-03;DeclarVins;Stats Douanes;4;TMA
2019-07-03;DeclarVins;DS Negoce;2;TMA
2019-07-03;DeclarVins;Assistance / Demandes;1,5;TMA
2019-07-02;VINSI;odgloire drev;7;ODG
2019-07-02;VINSI;Entreprises liées;7;TMA Contrat
2019-07-02;DeclarVins;Stats Douanes;5;TMA
2019-07-02;BIVC;Mise en prod DRM Negoce;2;TMA
2019-07-01;VINSI;odgloire drev;4;ODG
2019-07-01;VINSI;mis en prod Facturation en ligne;3,5;facturation
2019-07-01;PSA;Évolution sur les status;4;Prodimmo
2019-07-01;BIVC;XML DRM Negoce;4;TMA
2019-07-01;BIVC;Évolution CRD;4;TMA
2019-06-30;VINSI;TMA;10,5;TMA
2019-06-30;VINSI;ODG;3,5;ODG Réunion
2019-06-30;VINSI;ODG;17,5;ODG
2019-06-30;VINSI;Facturation electronique et paiement en ligne;7;Réunion
2019-06-30;VINSI;Facturation electronique et paiement en ligne;7;Facturation
2019-06-30;VINSI;DRM;4;TMA
2019-06-30;VINSI;Direction technique;7;TMA DT
2019-06-30;VINSI;CRD;4;TMA
2019-06-30;Prodimmo;Dev;36;PSA
2019-06-30;ODGRhone;TMA Direction technique;7;TMA DT
2019-06-30;ODGRhone;Réunion DI, Divers (DRev, Parcellaire, Irrigation, ...), Metabase;7;Réunion
2019-06-30;ODGRhone;Réunion DI, Divers (DRev, Parcellaire, Irrigation, ...), Metabase;7,0;Réunion
2019-06-30;ODGRhone;Metabase;31,5;Metabase
2019-06-30;ODGRhone;DI;14;DI
2019-06-30;ODGProvence;TMA Direction technique;3,5;TMA DT
2019-06-30;ODGProvence;Parcellaire;7;Parcellaire
2019-06-30;IVSO;TMA Direction technique;3,5;TMA DT
2019-06-30;IVSO;TMA;7,0;TMA
2019-06-30;IVBD;Intervention DRM et échanges avec DRM CIVB;14,0;TMA
2019-06-30;InterRhone;Direction technique (Assistance CAS);3,5;TMA DT
2019-06-30;Eurocontrol;Réunion;3,5;Scripts et Support
2019-06-30;Eurocontrol;Développement;10,5;Scripts et Support
2019-06-30;Eurocontrol;Atelier;3,5;Scripts et Support
2019-06-30;DeclarVins;Direction technique;10,5;TMA DT
2019-06-30;DeclarVins;Assistance DRM et gestion mise à jour du serveur TAS;7,0;TMA
2019-06-30;CNIV;TMA Direction technique;7;TMA DT
2019-06-30;CNIV;TMA;3,5;TMA
2019-06-30;CIVA;TMA;7,0;TMA
2019-06-30;BIVC;DRM et EDI;3,5;TMA
2019-06-30;AVA;TMA Direction technique;3,5;TMA DT
2019-06-30;AVA;Points téléphonique, corrections Facturation, VCI, Prélèvement;10,5;TMA
2019-06-30;Aurouze;TMA Tuenet;3,5;TMA Tuenet
2019-06-28;VINSI;probleme drm;1,5;TMA
2019-06-28;VINSI;odgloire compte et droits;7;ODG
2019-06-28;IVBD;probleme stats;7;TMA
2019-06-28;DeclarVins;Echanges IS;3;TMA
2019-06-28;DeclarVins;Assistance / Demandes;1;TMA
2019-06-28;BIVC;Interfaces;3;TMA
2019-06-28;Aurouze;tma diverse;3;TMA Tuenet
2019-06-27;Prodimmo;Evolutions formulaire;2;PSA
2019-06-27;DeclarVins;Developpement;2;DrmNegoce
2019-06-27;BIVC;Interfaces;3;TMA
2019-06-26;Prodimmo;Evolutions formulaire;7;PSA
2019-06-25;VINSI;odgloire compte et droits;7;ODG
2019-06-25;Prodimmo;Evolutions formulaire;4;PSA
2019-06-25;DeclarVins;Assistance / Demandes;3;TMA
2019-06-24;BIVC;Interfaces;3;TMA
2019-06-21;VINSI;transmission DRM;1;TMA
2019-06-21;VINSI;Facturation electronique et paiement en ligne;7;Facturation
2019-06-21;IVBD;transmission douane et accise;1;TMA
2019-06-21;DeclarVins;Echanges IS;3;TMA
2019-06-21;DeclarVins;Developpement;3;DrmNegoce
2019-06-21;CIVA;tma;0,5;TMA
2019-06-21;BIVC;Transmission et edi DRM;1;TMA
2019-06-20;DeclarVins;Echanges IS;2;TMA
2019-06-20;DeclarVins;Developpement;3,5;DrmNegoce
2019-06-20;DeclarVins;Assistance / Demandes;1,5;TMA
2019-06-20;Aurouze;tma diverse et stats;4;TMA Tuenet
2019-06-19;BIVC;Interfaces;4;TMA
2019-06-19;Aurouze;tma diverse et stats;5;TMA Tuenet
2019-06-18;BIVC;Correspondances Mouvements;5;TMA
2019-06-18;Aurouze;tma diverse;7;TMA Tuenet
2019-06-18;24eme;compta;2;
2019-06-17;VINSI;Facturation electronique et paiement en ligne;7;Facturation
2019-06-17;DeclarVins;Developpement;3;DrmNegoce
2019-06-14;VINSI;Facturation electronique et paiement en ligne;6;Facturation
2019-06-14;DeclarVins;Certificat IR;3;TMA
2019-06-14;DeclarVins;Assistance / Demandes;2,5;TMA
2019-06-14;CNIV;Assistance CIV Corse;2;TMA
2019-06-13;VINSI;Facturation electronique et paiement en ligne;7;Facturation
2019-06-13;DeclarVins;Harmonisation LDAP;4;TMA
2019-06-13;DeclarVins;Assistance / Demandes;2;TMA
2019-06-13;Aurouze;contrat sans passage;1;TMA
2019-06-12;VINSI;Facturation electronique et paiement en ligne;3,5;Facturation
2019-06-12;DeclarVins;Gestion TAS;2;TMA
2019-06-12;24eme;Facturation + tactical;;
2019-06-11;VINSI;Facturation electronique et paiement en ligne;3,5;Facturation
2019-06-11;DeclarVins;Gestion probleme liaison CIEL;4;TMA
2019-06-11;DeclarVins;Assistance / Demandes;2;TMA
2019-06-10;24eme;Ferie;;
2019-06-07;VINSI;probleme douane;2,5;TMA
2019-06-07;VINSI;Facturation electronique et paiement en ligne;11;Facturation
2019-06-07;IVSO;Transmission et DRM;2;TMA
2019-06-07;IVBD;transmission douane;2;TMA
2019-06-07;DeclarVins;Gestion TAS;1;TMA
2019-06-07;DeclarVins;Assistance / Demandes;3;TMA
2019-06-07;BIVC;debug DRM;1;TMA
2019-06-07;AVA;debug base de donnees;1;TMA
2019-06-07;24eme;Amenagement Bureau;;
2019-06-06;24eme;Off;;
2019-06-05;VINSI;Facturation electronique et paiement en ligne;3;Facturation
2019-06-05;Pythagore;Formation MongoDB;7;Forfait
2019-06-05;Aurouze;modification facture libre;2;TMA Tuenet
2019-06-04;VINSI;Facturation electronique et paiement en ligne;7;Réunion
2019-06-04;Pythagore;Formation MongoDB;7;Forfait
2019-06-03;VINSI;Facturation par email;8;Facturation
2019-06-03;Pythagore;Formation MongoDB;7;Forfait
2019-05-31;VINSI;Facture + DRM;42;TMA
2019-05-31;VINSI;Facturation par email;7;TMA
2019-05-31;VINSI;Direction technique;3,5;TMA DT
2019-05-31;VINSI;Corrections DRM;3,5;TMA
2019-05-31;VINSI;Adaptation ODG Loire à VINSI, rapport prirority river;17,5;ODG
2019-05-31;Prodimmo;Améliortation monactivité;3,5;Outils internes
2019-05-31;ODGRhone;DI;7;DI
2019-05-31;ODGProvence;TMA Direction technique;3,5;TMA DT
2019-05-31;IVSO;TMA Direction technique;3,5;TMA DT
2019-05-31;IVSO;Corrections DRM et Factures;3,5;TMA
2019-05-31;IVBD;Corrections DRM;3,5;TMA
2019-05-31;Eurocontrol;Développement;7;Scripts et Support
2019-05-31;Eurocontrol;Développement;10,5;Scripts et Support
2019-05-31;Eurocontrol;Atelier;3,5;Scripts et Support
2019-05-31;Eurocontrol;Atelier;3,5;Scripts et Support
2019-05-31;DeclarVins;Direction technique;3,5;TMA DT
2019-05-31;CNIV;TMA Direction technique;14;TMA DT
2019-05-31;CNIV;Gestion du down des douanes;10,5;TMA
2019-05-31;CIVA;tiers;0,5;TMA
2019-05-31;CIVA;Corrections DRM, Import Tiers, EDI;10,5;TMA
2019-05-31;AVA;Correction Facturation, Export INAO;10,5;TMA
2019-05-31;Aurouze;Correction;0,5;TMA
2019-05-31;24eme;Off;;
2019-05-30;24eme;Ferie;;
2019-05-29;VINSI;Facturation par email;6;TMA
2019-05-29;Prodimmo;Réunion;3;PSA
2019-05-29;Prodimmo;Export;1;PSA
2019-05-29;DeclarVins;Gestion TAS;2;TMA
2019-05-29;Aurouze;Developpement;2;TueNet
2019-05-28;Aurouze;Telephone et tournees;7;TueNet
2019-05-28;Aurouze;Developpement;7;TueNet
2019-05-27;IVBD;transmission douane et accise;1;TMA
2019-05-27;Aurouze;dev et bug;1;TueNet
2019-05-27;Aurouze;ajax partout pour les paiements;5;TMA
2019-05-27;24eme;Visite + Gestion Marcadet;;
2019-05-24;DeclarVins;Assistance / Demandes;1;TMA
2019-05-24;Aurouze;FineTuning;7;TueNet
2019-05-24;Aurouze;Developpement;7;TueNet
2019-05-23;DeclarVins;Developpement;5;DrmNegoce
2019-05-23;Aurouze;dev et bug;4;TueNet
2019-05-23;24eme;Contrat Morning Marcadet;;
2019-05-22;Aurouze;FineTuning;7;TueNet
2019-05-22;Aurouze;Developpement;7;TueNet
2019-05-21;DeclarVins;EDI Contrat;1;TMA
2019-05-21;Aurouze;FineTuning;7;TueNet
2019-05-21;Aurouze;Developpement;7;TueNet
2019-05-20;DeclarVins;EDI Contrat + EDI DRM;1;TMA
2019-05-20;Aurouze;FineTuning;7;TueNet
2019-05-20;Aurouze;Developpement;7;TueNet
2019-05-17;VINSI;Debug xml et autres demandes;4;TMA
2019-05-17;DeclarVins;EDI Contrat;1;TMA
2019-05-17;DeclarVins;Developpement;4;DrmNegoce
2019-05-17;Aurouze;Developpement;2;TueNet
2019-05-16;DeclarVins;Developpement;4;DrmNegoce
2019-05-16;DeclarVins;Assistance / Demandes;1;TMA
2019-05-16;Aurouze;dev;6,5;TueNet
2019-05-16;Aurouze;Assistance / Demandes;0,5;TMA
2019-05-16;24eme;Visite;;
2019-05-15;DeclarVins;SPF Mail IVSE;0,5;TMA
2019-05-15;DeclarVins;Pb EDI IS;0,5;TMA
2019-05-15;Aurouze;dev;3,5;TueNet
2019-05-15;24eme;Facturation + tactical;;
2019-05-14;VINSI;Decalage stock Bi;3;TMA
2019-05-14;DeclarVins;Doc EDI Alcool;2,5;TMA
2019-05-14;DeclarVins;Correspondances Mouvements;5;DrmNegoce
2019-05-13;DeclarVins;Pb EDI IS;1;TMA
2019-05-13;Aurouze;dev;3;TueNet
2019-05-13;24eme;Visite + Off PM;;
2019-05-10;VINSI;Transmission double regime;2;TMA
2019-05-10;IVSO;Transmission et DRM;4;TMA
2019-05-10;IVBD;transmission douane et accise;2;TMA
2019-05-10;DeclarVins;Pb EDI IS;1;TMA
2019-05-10;DeclarVins;Pb calcul CVO contrat;3;TMA
2019-05-10;DeclarVins;Assistance / Demandes;1;TMA
2019-05-10;Aurouze;import de données;4;TueNet
2019-05-10;Aurouze;carte et retour;1;TMA
2019-05-10;24eme;Visite;;
2019-05-09;DeclarVins;Interruption Liaison Ciel;3;TMA
2019-05-09;CNIV;Assistance CIV Corse;1;TMA
2019-05-09;CIVA;Ajout CRD;1;TMA
2019-05-08;24eme;Ferie;;
2019-05-07;DeclarVins;Tache retransmission Ciel;3;TMA
2019-05-07;DeclarVins;SPF Mail IVSE;1;TMA
2019-05-07;DeclarVins;Interruption Liaison Ciel;4;TMA
2019-05-07;Aurouze;import de données;7;TueNet
2019-05-06;DeclarVins;SPF Mail IVSE;1;TMA
2019-05-06;Aurouze;import de données;7;TueNet
2019-05-03;ODGProvence;probleme import parcellaire;3;TMA
2019-05-03;24eme;Conge;;
2019-05-02;ODGProvence;probleme import parcellaire;5;TMA
2019-05-02;IVSO;region hors cvo;2;TMA
2019-05-02;24eme;Conge;;
2019-05-01;24eme;Ferie;;
2019-04-30;VINSI;Réunion;7;TMA
2019-04-30;VINSI;Réunion;7;TMA
2019-04-30;VINSI;Réunion;3,5;ODG
2019-04-30;VINSI;Réunion;3,5;ODG
2019-04-30;VinsIGP;Avant vente;7;AvantVente
2019-04-30;VINSI;DRev Loire;7;ODG
2019-04-30;VINSI;Direction technique + réunion;14;TMA DT
2019-04-30;VINSI;Direction technique + réunion;10,5;ODG DT
2019-04-30;VINSI;Assistance DRM;3,5;TMA
2019-04-30;ODGRhone;DI;7;DI
2019-04-30;ODGProvence;import parcellaire 2019;6;Parcellaire
2019-04-30;ODGProvence;Import parcellaire 2019;56;Parcellaire
2019-04-30;Juricaf;TMA Direction technique;7;TMA DT
2019-04-30;IVSO;TMA Direction technique;7;TMA DT
2019-04-30;IVSO;Étape Transert TAV;10,5;TMA
2019-04-30;Eurocontrol;Développement;10,5;Scripts et Support
2019-04-30;Eurocontrol;Atelier;3,5;Scripts et Support
2019-04-30;Eurocontrol;Atelier;3,5;Scripts et Support
2019-04-30;CNIV;TMA Direction technique;7;TMA DT
2019-04-30;CIVA;Corrections DRM, Import Tiers, EDI;10,5;TMA
2019-04-30;BIVC;Ajout de produits dans la conf;2;TMA
2019-04-30;AVA;Facturation 2019, Registre VCI, Export INAO;45,5;TMA
2019-04-30;Aurouze;Dév;10,5;TueNet
2019-04-30;Aurouze;debug lie a la carte;1;TMA
2019-04-30;24eme;Congé;;
2019-04-29;VINSI;probleme de facture;1;TMA
2019-04-29;IVSO;matiere premiere;6,5;TMA
2019-04-29;DeclarVins;Assistance contrats Declaviti;1,5;TMA
2019-04-29;24eme;Congé;;
2019-04-26;VINSI;Facturation;6,5;TMA
2019-04-26;IVSO;region hors cvo;1,5;TMA
2019-04-26;IVSO;matiere premiere;6,5;TMA
2019-04-26;BIVC;probleme contrat et sv12;1,5;TMA
2019-04-26;Aurouze;dev;7;TueNet
2019-04-26;24eme;Malade;;
2019-04-25;24eme;Malade;;
2019-04-24;24eme;Malade;;
2019-04-23;24eme;Malade;;
2019-04-22;24eme;Malade;;
2019-04-19;ODGProvence;probleme dans les noms;1;TMA
2019-04-19;DeclarVins;Assistance / Demandes;2;TMA
2019-04-19;Aurouze;dev et imports;22;TueNet
2019-04-18;ODGRhone;Correctifs export INAO + ajout statut;7;DI
2019-04-17;Aurouze;Réunion;7;TueNet
2019-04-17;Aurouze;reunion;7;TueNet
2019-04-16;DeclarVins;Mise à jour country list;1;TMA
2019-04-16;Aurouze;Formulaire de transfert Contrat;6;TMA
2019-04-15;CNIV;Assistance CIV Corse;1;TMA
2019-04-12;VINSI;drm et tma;9;TMA
2019-04-12;IVSO;drm;1,5;TMA
2019-04-12;IVBD;drm modifies;2;TMA
2019-04-12;IVBD;adaptation;3,5;Stats
2019-04-12;DeclarVins;Association mouvements;4,5;DrmNegoce
2019-04-12;DeclarVins;Assistance / Demandes;2,5;TMA
2019-04-12;Aurouze;debug;2;TMA
2019-04-11;DeclarVins;Transferts EDI;1,5;TMA
2019-04-11;24eme;Devis TueNet;;
2019-04-10;DeclarVins;Transferts EDI;2,5;TMA
2019-04-10;DeclarVins;Assistance / Demandes;3;TMA
2019-04-09;24eme;Off;;
2019-04-08;24eme;Tactical + compta;;
2019-04-05;VINSI;drm;1;TMA
2019-04-05;IVBD;optimisation et adaptation;6;Stats
2019-04-05;24eme;Off;;
2019-04-04;VINSI;retour douane pas de reouverture;1;TMA
2019-04-04;IVSO;retour douane pas de reouverture;1;TMA
2019-04-04;IVBD;retour douane pas de reouverture;1;TMA
2019-04-04;IR;Assistance / Demandes;2;DAE
2019-04-04;DeclarVins;Assistance / Demandes;2;TMA
2019-04-04;BIVC;retour douane pas de reouverture;1;TMA
2019-04-04;24eme;Temps;;
2019-04-03;IVSO;TMA diverse;1;TMA
2019-04-03;DeclarVins;Prestataire EDI;2;TMA
2019-04-03;DeclarVins;Assistance / Demandes;4;TMA
2019-04-02;VINSI;tma compte et drm;2,5;TMA
2019-04-02;IVBD;point tel et adaptation;1,5;Stats
2019-04-02;DeclarVins;Assistance / Demandes;7;TMA
2019-04-01;IVBD;export bi;1,5;TMA
2019-04-01;24eme;Off;;
2019-03-31;VINSI;TMA Direction technique;7;TMA DT
2019-03-31;VinsIGP;Avant vente;10,5;AvantVente
2019-03-31;ODGRhone;TMA Direction technique;3,5;TMA DT
2019-03-31;ODGProvence;Extraction parcellaire depuis les douanes;28;Parcellaire
2019-03-31;Juricaf;TMA Direction technique;10,5;TMA DT
2019-03-31;IVSO;Mise en place d'import vrac;28;EDI
2019-03-31;Eurocontrol;Développement DT;14;Scripts et Support
2019-03-31;BIVC;TMA Direction technique;3,5;TMA DT
2019-03-29;VINSI;Prestataire EDI;1;TMA
2019-03-29;VINSI;DRM et intégration des DRM du BIVC;10,5;TMA
2019-03-29;Pythagore;Formation GIT;14;Forfait
2019-03-29;ODGRhone;Voir les demandes terminées, édition des commentaires, suppression de la dernière demande;10,5;DI
2019-03-29;ODGRhone;Mise à jour export;3;TMA
2019-03-29;Juricaf;Réunion;3,5;TMA
2019-03-29;IVSO;Prestataire EDI;1;TMA
2019-03-29;IVSO;DRM et mise à dispo des DRM pour Bordeaux;3,5;TMA
2019-03-29;IVBD;Prestataire EDI;1;TMA
2019-03-29;IVBD;Corrections contrats et export Bordeaux;7;TMA
2019-03-29;DeclarVins;Prestataire EDI;2;TMA
2019-03-29;CIVA;Prestataire EDI;1;TMA
2019-03-29;CIVA;DRM, Export DB2, Tiers;28;TMA
2019-03-29;BIVC;Prestataire EDI;1;TMA
2019-03-29;BIVC;Corrections DRM;3,5;TMA
2019-03-29;AVA;Stats récolte, Correction export comptable, Registre VCI;14;TMA
2019-03-29;24eme;Congès;7;interne
2019-03-29;24eme;Changement d'adresse et révision coop;3,5;24eme
2019-03-28;DeclarVins;Gestion produit hors interpro;2;TMA
2019-03-28;24eme;Congès;7;interne
2019-03-27;DeclarVins;Prestataire EDI;2;TMA
2019-03-27;DeclarVins;Catalogue produit + bug formulaire ajout;4;TMA
2019-03-27;DeclarVins;Assistance / Demandes;1,5;TMA
2019-03-27;24eme;Congès;7;interne
2019-03-26;DeclarVins;Catalogue produit + bug formulaire ajout;3;TMA
2019-03-26;24eme;Fauchon + Inno3;;
2019-03-26;24eme;Congès;7;interne
2019-03-25;ODGRhone;Format export INAO;3;DI
2019-03-25;DeclarVins;Assistance / Demandes;3;TMA
2019-03-25;24eme;Congès;7;interne
2019-03-22;DeclarVins;Développement interfaces / XML / catalogue produit;4;DrmNegoce
2019-03-22;24eme;Revision cooperative;;
2019-03-22;24eme;Congès;7;interne
2019-03-21;DeclarVins;DRM Negoce;7;DrmNegoce
2019-03-21;24eme;Congès;7;interne
2019-03-20;VinsIGP;Réunion commercial;7;AvantVente
2019-03-20;24eme;Congès;7;interne
2019-03-19;DeclarVins;Développement interfaces / XML / catalogue produit;7;DrmNegoce
2019-03-19;24eme;Congès;7;interne
2019-03-18;DeclarVins;Développement interfaces / XML / catalogue produit;4;DrmNegoce
2019-03-18;DeclarVins;Assistance / Demandes;3;TMA
2019-03-18;24eme;Congès;7;interne
2019-03-15;24eme;Congès;7;interne
2019-03-15;24eme;Compta;;
2019-03-14;IR;Assistance / Demandes;2,5;DAE
2019-03-14;DeclarVins;Assistance / Demandes;3,5;TMA
2019-03-13;IVSO;TMA diverse;1;TMA
2019-03-13;Aurouze;reunion;7;TueNet
2019-03-13;Aurouze;Kick off;7;TueNet
2019-03-12;VINSI;reparation bi avec les libelle produits;3;TMA
2019-03-12;DeclarVins;Assistance / Demandes;2,5;TMA
2019-03-12;Aurouze;import;4;TueNet
2019-03-11;VINSI;Double Regime CRD;0,5;TMA
2019-03-11;ODGRhone;Point projet;1;TMA
2019-03-11;IVBD;mise en prod stats;3;Stats
2019-03-11;Aurouze;Tickets;4;TMA
2019-03-11;Aurouze;import et adaptation;4;TueNet
2019-03-11;24eme;Facturation;;
2019-03-08;IVSO;ajout de CDATA pour les libelle de produit et adaptation comparaison;2;TMA
2019-03-08;DeclarVins;Assistance / Demandes;3;TMA
2019-03-08;CIVA;Edi probleme CRD et replis declassement ouvert pour IGP;4,5;TMA
2019-03-07;IVBD;stats mentions valorisantes;7;Stats
2019-03-07;DeclarVins;Evolutions contrats interpro;3;TMA
2019-03-07;DeclarVins;avenant TMA;1;TMA
2019-03-07;DeclarVins;Assistance / Demandes;1;TMA
2019-03-07;Aurouze;Correction contrat;1;TMA
2019-03-06;VINSI;Correction pour les numero accise et verification des drm teledeclare en EDI;3,5;TMA
2019-03-06;IVBD;export pour Report One Ajout de Bib;2,5;TMA
2019-03-06;DeclarVins;Assistance / Demandes;5;TMA
2019-03-06;CIVA;creation tiers;0,5;TMA
2019-03-05;DeclarVins;Assistance / Demandes;3;TMA
2019-03-05;24eme;tactical meeting;3;24eme
2019-03-05;24eme;Tactical Meeting;;
2019-03-04;ODGRhone;Export DI INAO;6;DI
2019-03-04;IVBD;mise en coherence des statistiques;7;Stats
2019-03-04;24eme;Temps;;
2019-03-01;IVBD;statistiques pdf et csv;7;Stats
2019-02-28;VINSI;TMA Direction technique;14;TMA DT
2019-02-28;VINSI;Corrections de DRM et début de reprise des DRM Sancerre;10,5;TMA
2019-02-28;Prodimmo;Amélioration report 24 et corrections mon activité;3,5;Outils internes
2019-02-28;ODGRhone;TMA Direction technique;3,5;TMA DT
2019-02-28;ODGRhone;Dév DI;10,5;DI
2019-02-28;Juricaf;TMA Direction technique;7;TMA DT
2019-02-28;IVSO;TMA Direction technique;7;TMA DT
2019-02-28;IVSO;Mise en place d'import vrac;31,5;EDI
2019-02-28;IVSO;Administration système problème https et mapping préprod;1,5;TMA
2019-02-28;IVBD;TMA Direction technique;3,5;TMA DT
2019-02-28;IVBD;statistiques pdf et csv;4;Stats
2019-02-28;IVBD;Corrections stats contrats Metabase, DRM bordeaux et DRM;7;TMA
2019-02-28;Eurocontrol;Réunion et conseil DT;3,5;Scripts et Support
2019-02-28;Eurocontrol;Réunion et conseil;3,5;Scripts et Support
2019-02-28;Eurocontrol;Développement DT;10,5;Scripts et Support
2019-02-28;Eurocontrol;Développement;7;Scripts et Support
2019-02-28;DeclarVins;Réunion;7;TMA
2019-02-28;DeclarVins;Assistance DRM;7;TMA
2019-02-28;CIVA;TMA Direction technique;10,5;TMA DT
2019-02-28;CIVA;Réunion;3,5;Réunion
2019-02-28;CIVA;DRM, Import DRM EDI, Gestion des tiers;24,5;TMA
2019-02-28;BIVC;Corrections DRM;10,5;TMA
2019-02-28;AVA;TMA;3,5;TMA
2019-02-28;AVA;Registre VCI, corrections et reprise 2018;24,5;VCI
2019-02-28;AVA;debug de tournee;0,5;TMA
2019-02-28;Aurouze;Section informations supplémentaires en ajax pour alléger la page plannif;14;Forfait Ajax Info
2019-02-28;Aurouze;debug;2,5;TMA
2019-02-27;IVBD;statistiques tests et adaptation elasticsearch;7;Stats
2019-02-27;DeclarVins;Assistance / Demandes;2;TMA
2019-02-27;CIVA;Mercuriales Mise en page;2;Mercuriales
2019-02-26;CIVA; reparation des drm pour la reprise des donnees;6,5;TMA
2019-02-26;CIVA;Mercuriales Gestion Cremant;7;Mercuriales
2019-02-26;BIVC;reindexation elasticsearch;1;TMA
2019-02-25;VINSI;Extraction des factures pour la campagne;1;TMA
2019-02-25;IVBD;reindexation elasticsearch;2;Stats
2019-02-25;IVBD;pdf statistiques;4;Stats
2019-02-25;CIVA;Mercuriales Export PDF ;3;Mercuriales
2019-02-22;VINSI;Extraction des factures;2,5;TMA
2019-02-22;CIVA;Mercuriales Export PDF ;4;Mercuriales
2019-02-21;ODGRhone;Export DI INAO;4;DI
2019-02-21;24eme;SCOP;2;24eme
2019-02-21;24eme;RDV Eric Simon SCOP;;
2019-02-20;ODGRhone;Export DI INAO;7;DI
2019-02-20;IVBD;statistiques;7;Stats
2019-02-19;IVSO;Assistance / Demandes;0,5;TMA
2019-02-19;IVBD;statistiques;7;Stats
2019-02-19;DeclarVins;Assistance / Demandes;0,5;TMA
2019-02-18;ODGProvence;Export sage en production;3;Facturation
2019-02-18;IVBD;statistiques reparation logstash;2;Stats
2019-02-18;DeclarVins;Assistance / Demandes;7;TMA
2019-02-18;Aurouze;Correction renouvellement;2;TMA
2019-02-15;VINSI;mis a jour export bi ;1,5;TMA
2019-02-15;DeclarVins;Assistance / Demandes;2;TMA
2019-02-15;Aurouze;Réunion;3,5;TMA
2019-02-15;Aurouze;Point projet;4;TMA
2019-02-15;Aurouze;correction pour import tue net avec rendezvous;2,5;TueNet
2019-02-14;ODGProvence;finission et mise en prod export sage;2;Facturation
2019-02-14;DeclarVins;Assistance / Demandes;3;TMA
2019-02-14;CIVA;Réunion;4;Réunion
2019-02-14;CIVA;Réunion;3,5;Réunion
2019-02-14;Aurouze;mis en prod et import de donnees;2,5;TueNet
2019-02-13;CIVA;Mercuriales Export PDF ;5;Mercuriales
2019-02-13;Aurouze;correction bugs;1,5;TMA
2019-02-13;Aurouze;Adaptation tuenet et import de donnees;5,5;TueNet
2019-02-13;24eme;Rencontre Eric Mairet;1;24eme
2019-02-13;24eme;RDV Eric Mairet;;
2019-02-12;DeclarVins;Assistance / Demandes;2;TMA
2019-02-12;24eme;tactical meeting;3;24eme
2019-02-12;24eme;Facturation et temps;2;24eme
2019-02-12;24eme;Facturation;;
2019-02-11;ODGProvence;adaptation export sage;5;Facturation
2019-02-11;IVSO;Mis a jour de DRM;1;TMA
2019-02-11;DeclarVins;Assistance / Demandes;2;TMA
2019-02-11;Aurouze;correction bugs;1;TMA
2019-02-08;24eme;Malade;7;AM
2019-02-08;24eme;Grippe;;
2019-02-07;24eme;Malade;7;AM
2019-02-07;24eme;Grippe;;
2019-02-06;24eme;Malade;7;AM
2019-02-06;24eme;Grippe;;
2019-02-05;24eme;Malade;7;AM
2019-02-05;24eme;Grippe;;
2019-02-04;ODGProvence;export Facturation sage et generation des factures;7;Facturation
2019-02-04;DeclarVins;Assistance / Demandes;3;TMA
2019-02-01;ODGProvence;mise en production Facturation;3;Facturation
2019-02-01;ODGProvence;export Facturation sage;4;Facturation
2019-02-01;DeclarVins;Popup DRM;3;TMA
2019-02-01;DeclarVins;HLAP;1;TMA
2019-02-01;DeclarVins;Assistance / Demandes;3;TMA
2019-01-31;VINSI;TMA Direction technique;7;TMA DT
2019-01-31;ODGRhone;TMA Direction technique;7;TMA DT
2019-01-31;ODGProvence;TMA Direction technique;3,5;TMA DT
2019-01-31;ODGProvence;mise en preproduction Facturation;4,5;Facturation
2019-01-31;IVSO;TMA Direction technique;10,5;NextCloud DT
2019-01-31;IVSO;Intégration groupe LDAP dans un NextCloud;35;NextCloud
2019-01-31;Eurocontrol;Formation GIT Avancé et préparation;17,5;Formation et Brainstorming
2019-01-31;Eurocontrol;Formation Git Avancé DT;14;Formation et Brainstorming
2019-01-31;DeclarVins;HLAP;5,5;TMA
2019-01-31;DeclarVins;Bug rail etapes DRM;1,5;TMA
2019-01-31;CIVA;TMA Direction technique;10,5;TMA DT
2019-01-31;CIVA;Corrections DRM, Export XML DR, Export DB2;35;TMA
2019-01-31;BIVC;Corrections diverse;3,5;TMA
2019-01-31;AVA;Registre VCI corrections et interfaces cave coop négoce;17,5;VCI
2019-01-31;24eme;Tactical, Facturation, carte de voeux, préparation contrat de travail;10,5;24eme
2019-01-31;24eme;Malade;3,5;AM
2019-01-31;24eme;Dev carte de voeux;14;Voeux
2019-01-30;ODGProvence;visualisation des mouvements de facture;7;Facturation
2019-01-30;DeclarVins;Convention CIEL + Popup;7;TMA
2019-01-29;ODGProvence;integration et specialisation templates de Facturation;7;Facturation
2019-01-29;DeclarVins;Convention CIEL + Popup;7;TMA
2019-01-28;ODGProvence;dev Facturation;7;Facturation
2019-01-28;DeclarVins;Convention CIEL + Popup;4;TMA
2019-01-28;DeclarVins;Assistance / Demandes Contrat interpro.;3;TMA
2019-01-25;ODGProvence;dev Facturation;2;Facturation
2019-01-25;IVSO;Mis a jour des taux douanes;0,5;TMA
2019-01-25;IVBD;Mis a jour des taux douanes;0,5;TMA
